1,2,5,A,B,C
"[9, 11, 52]",0.6309011226299858,16.278509428039865,9,11,52
"[9, 25, 53]",0.6309011226299858,18.309494366737344,9,25,53
"[9, 12, 36]",0.6309011226299858,21.930760462476364,9,12,36
"[9, 25, 63]",0.6309011226299858,22.750375590936407,9,25,63
"[9, 30, 39]",0.6309011226299858,13.076664405632664,9,30,39
"[9, 13, 53]",0.6309011226299858,16.209490340676762,9,13,53
"[30, 31, 53]",0.6309011226299858,12.161379416772682,30,31,53
"[51, 52, 59]",0.6309011226299858,15.763860404885886,51,52,59
"[9, 14, 28]",0.6309011226299858,27.897996340384324,9,14,28
"[9, 14, 30]",0.6309011226299858,12.816462351077904,9,14,30
"[51, 52, 61]",0.6309011226299858,12.313407990616765,51,52,61
"[4, 14, 28]",0.6309011226299858,27.02478162532289,4,14,28
"[9, 30, 69]",0.6309011226299858,10.821360922410648,9,30,69
"[9, 16, 30]",0.6309011226299858,14.235681751416893,9,16,30
"[9, 20, 52]",0.6309011226299858,22.605553779784433,9,20,52
"[30, 31, 52]",0.6309011226299858,9.296831989609231,30,31,52
"[0, 9, 44]",0.6309011226299858,16.030698160708607,0,9,44
"[27, 29, 37]",0.6309011226299858,17.422882249400267,27,29,37
"[0, 2, 53]",0.6309011226299858,16.784998225403413,0,2,53
"[0, 9, 24]",0.6309011226299858,16.682265585266574,0,9,24
"[9, 28, 66]",0.6309011226299858,19.43301991544854,9,28,66
"[0, 9, 41]",0.6309011226299858,17.30295556880947,0,9,41
"[9, 28, 39]",0.6309011226299858,20.925986135490014,9,28,39
"[9, 18, 30]",0.6309011226299858,12.469271529719556,9,18,30
"[27, 29, 67]",0.6309011226299858,16.018025082043927,27,29,67
"[9, 30, 42]",0.6309011226299858,22.665036008541307,9,30,42
"[9, 31, 53]",0.6309011226299858,15.122983564205574,9,31,53
"[27, 29, 31]",0.6309011226299858,17.75098765660789,27,29,31
"[9, 31, 52]",0.6309011226299858,17.82693515534947,9,31,52
"[27, 51, 58]",0.6309011226299858,17.406423734871563,27,51,58
"[9, 24, 36]",0.6309011226299858,24.95689412961451,9,24,36
"[9, 36, 42]",0.6309011226299858,26.229444116742147,9,36,42
"[22, 52, 66]",0.6309011226299858,20.213160017037413,22,52,66
"[7, 28, 42]",0.6309011226299857,23.520717823484226,7,28,42
"[7, 30, 49]",0.6309011226299857,11.536339929407998,7,30,49
"[52, 63, 67]",0.6309011226299857,25.66580745017466,52,63,67
"[29, 54, 67]",0.6309011226299857,15.883510864193829,29,54,67
"[52, 63, 66]",0.6309011226299857,21.644128888107925,52,63,66
"[29, 51, 61]",0.6309011226299857,18.616823202378963,29,51,61
"[27, 51, 60]",0.6309011226299857,13.929265161293511,27,51,60
"[7, 30, 58]",0.6309011226299857,17.88683452903223,7,30,58
"[27, 51, 68]",0.6309011226299857,16.397915042395667,27,51,68
"[52, 63, 64]",0.6309011226299857,21.26213457696963,52,63,64
"[0, 28, 67]",0.6309011226299857,30.528133144966922,0,28,67
"[4, 28, 62]",0.6309011226299857,21.07404566772563,4,28,62
"[22, 63, 68]",0.6309011226299857,17.631776384246738,22,63,68
"[22, 52, 57]",0.6309011226299857,20.150882787984763,22,52,57
"[7, 22, 49]",0.6309011226299857,25.5212857960076,7,22,49
"[9, 28, 62]",0.6309011226299857,23.233398462326107,9,28,62
"[9, 36, 62]",0.6309011226299857,20.16803507936352,9,36,62
"[0, 9, 39]",0.6309011226299857,14.328211680530305,0,9,39
"[10, 27, 37]",0.6309011226299857,16.457352750679494,10,27,37
"[4, 28, 60]",0.6309011226299857,28.130330566258444,4,28,60
"[0, 53, 65]",0.6309011226299857,13.068817784821675,0,53,65
"[7, 22, 42]",0.6309011226299857,23.37686955148353,7,22,42
"[22, 54, 68]",0.6309011226299857,16.496733424920436,22,54,68
"[0, 53, 56]",0.6309011226299857,11.682295767474725,0,53,56
"[0, 9, 16]",0.6309011226299857,15.000550241988595,0,9,16
"[22, 54, 57]",0.6309011226299857,12.368848070037116,22,54,57
"[0, 28, 65]",0.6309011226299857,21.106951082441174,0,28,65
"[22, 52, 68]",0.6309011226299857,28.28101017685879,22,52,68
"[22, 53, 68]",0.6309011226299857,12.342372845223943,22,53,68
"[0, 9, 61]",0.6309011226299857,16.58950467625892,0,9,61
"[4, 28, 48]",0.6309011226299857,27.171820840289755,4,28,48
"[10, 29, 49]",0.6309011226299857,10.835570184310944,10,29,49
"[0, 28, 47]",0.6309011226299857,27.460516437937244,0,28,47
"[29, 51, 62]",0.6309011226299857,22.924227815366716,29,51,62
"[0, 9, 12]",0.6309011226299857,15.976275742106814,0,9,12
"[22, 54, 59]",0.6309011226299857,15.794096645568375,22,54,59
"[0, 9, 56]",0.6309011226299857,14.326113956893742,0,9,56
"[7, 28, 48]",0.6309011226299857,24.23895202260632,7,28,48
"[22, 53, 56]",0.6309011226299857,10.377224676729961,22,53,56
"[7, 30, 64]",0.6309011226299857,12.323271012163547,7,30,64
"[9, 52, 62]",0.6309011226299857,20.230369330527342,9,52,62
"[22, 53, 59]",0.6309011226299857,12.12723093936352,22,53,59
"[29, 54, 61]",0.6309011226299857,11.620928408350473,29,54,61
"[7, 13, 55]",0.5725513456002114,29.79268153240963,7,13,55
"[22, 23, 51]",0.5725513456002114,18.104153103333186,22,23,51
"[0, 47, 54]",0.5725513456002114,17.042927686421777,0,47,54
"[10, 37, 52]",0.5725513456002114,13.481053555183337,10,37,52
"[7, 21, 55]",0.5725513456002114,26.94660777543895,7,21,55
"[10, 37, 54]",0.5725513456002114,18.822634448158414,10,37,54
"[9, 25, 55]",0.5725513456002114,20.70996217383755,9,25,55
"[22, 25, 55]",0.5725513456002114,19.461799635492905,22,25,55
"[10, 49, 52]",0.5725513456002114,11.659660791523127,10,49,52
"[10, 49, 54]",0.5725513456002114,12.87463642933422,10,49,54
"[28, 46, 52]",0.5725513456002114,24.134366408318392,28,46,52
"[0, 49, 54]",0.5725513456002114,16.555172311057323,0,49,54
"[7, 41, 52]",0.5725513456002114,20.54927719622468,7,41,52
"[7, 21, 52]",0.5725513456002114,21.986208940501427,7,21,52
"[36, 45, 53]",0.5725513456002114,15.827160102882225,36,45,53
"[0, 37, 54]",0.5725513456002114,24.835686395673804,0,37,54
"[22, 23, 27]",0.5725513456002114,23.373565602111725,22,23,27
"[29, 37, 52]",0.5725513456002114,24.31013101291557,29,37,52
"[28, 35, 52]",0.5725513456002114,26.5077780685845,28,35,52
"[7, 32, 52]",0.5725513456002114,19.758270853976466,7,32,52
"[9, 13, 55]",0.5725513456002114,27.104972116955427,9,13,55
"[0, 15, 54]",0.5725513456002114,15.001640764002149,0,15,54
"[7, 35, 63]",0.5725513456002114,18.44372518118587,7,35,63
"[7, 40, 63]",0.5725513456002114,18.796806972454547,7,40,63
"[7, 49, 52]",0.5725513456002114,24.557150713151326,7,49,52
"[7, 32, 63]",0.5725513456002114,26.940972973981253,7,32,63
"[22, 40, 51]",0.5725513456002114,19.03960531820969,22,40,51
"[7, 35, 52]",0.5725513456002114,20.40514652602317,7,35,52
"[7, 40, 51]",0.5725513456002114,26.81617423541789,7,40,51
"[22, 50, 55]",0.5725513456002114,21.544154835027584,22,50,55
"[9, 11, 22]",0.5725513456002114,18.951487989212573,9,11,22
"[29, 35, 52]",0.5725513456002114,29.580981710672702,29,35,52
"[27, 41, 53]",0.5725513456002114,13.180465342855511,27,41,53
"[28, 35, 63]",0.5725513456002114,25.73763734096264,28,35,63
"[14, 28, 30]",0.5725513456002113,15.426965188130907,14,28,30
"[26, 28, 30]",0.5725513456002113,13.623471773059585,26,28,30
"[1, 22, 27]",0.5725513456002113,23.41650919817427,1,22,27
"[21, 52, 53]",0.5725513456002113,10.817603032889073,21,52,53
"[6, 27, 53]",0.5725513456002113,11.260392609991765,6,27,53
"[21, 53, 55]",0.5725513456002113,11.314053663543243,21,53,55
"[15, 36, 54]",0.5725513456002113,15.762169154582566,15,36,54
"[11, 22, 27]",0.5725513456002113,20.449953474864603,11,22,27
"[1, 27, 53]",0.5725513456002113,15.267340534306605,1,27,53
"[5, 36, 55]",0.5725513456002113,29.492089060053463,5,36,55
"[20, 51, 55]",0.5725513456002113,26.495391806992,20,51,55
"[5, 9, 55]",0.5725513456002113,19.840569557716172,5,9,55
"[6, 7, 51]",0.5725513456002113,26.793632345616242,6,7,51
"[18, 28, 63]",0.5725513456002113,19.684710933946675,18,28,63
"[1, 36, 53]",0.5725513456002113,14.937836922847008,1,36,53
"[19, 36, 54]",0.5725513456002113,22.48150498540683,19,36,54
"[45, 52, 53]",0.5725513456002113,14.358510603581905,45,52,53
"[17, 36, 55]",0.5725513456002113,17.839635740387703,17,36,55
"[41, 53, 54]",0.5725513456002113,5.152437964242053,41,53,54
"[41, 52, 53]",0.5725513456002113,12.758116624954289,41,52,53
"[17, 22, 55]",0.5725513456002113,19.170457878803802,17,22,55
"[27, 55, 60]",0.5725513456002111,20.11085542732647,27,55,60
"[28, 53, 58]",0.5725513456002111,11.50398556555048,28,53,58
"[29, 30, 35]",0.5725513456002111,9.63536608705756,29,30,35
"[29, 30, 67]",0.5725513456002111,9.351754756567844,29,30,67
"[4, 29, 62]",0.5725513456002111,15.772854714468167,4,29,62
"[28, 52, 66]",0.5725513456002111,20.263051351137282,28,52,66
"[28, 30, 35]",0.5725513456002111,12.676159973525627,28,30,35
"[7, 52, 64]",0.5725513456002111,19.425920728002964,7,52,64
"[29, 30, 42]",0.5725513456002111,23.221147751798824,29,30,42
"[36, 53, 58]",0.5725513456002111,13.145014052499313,36,53,58
"[28, 30, 39]",0.5725513456002111,20.777620291237653,28,30,39
"[29, 30, 31]",0.5725513456002111,16.2358463781709,29,30,31
"[4, 29, 61]",0.5725513456002111,18.014064844466258,4,29,61
"[4, 9, 62]",0.5725513456002111,19.77981942660034,4,9,62
"[9, 22, 25]",0.5725513456002111,22.070104089355016,9,22,25
"[9, 22, 31]",0.5725513456002111,20.544380594701106,9,22,31
"[7, 36, 42]",0.5725513456002111,23.995375542057943,7,36,42
"[7, 36, 58]",0.5725513456002111,22.124353532861008,7,36,58
"[28, 29, 35]",0.5725513456002111,28.51506761067512,28,29,35
"[7, 51, 58]",0.5725513456002111,19.027242368933294,7,51,58
"[22, 51, 58]",0.5725513456002111,13.339775555487973,22,51,58
"[28, 52, 64]",0.5725513456002111,24.903007108911385,28,52,64
"[4, 7, 21]",0.5725513456002111,26.194460373243533,4,7,21
"[10, 22, 34]",0.5725513456002111,20.68158401794375,10,22,34
"[7, 9, 26]",0.5725513456002111,24.78627222292596,7,9,26
"[29, 52, 61]",0.5725513456002111,14.431667334858973,29,52,61
"[29, 52, 67]",0.5725513456002111,22.44493463049031,29,52,67
"[9, 55, 62]",0.5725513456002111,21.613114150601287,9,55,62
"[7, 9, 32]",0.5725513456002111,21.86847787937231,7,9,32
"[22, 27, 68]",0.5725513456002111,20.171727565121373,22,27,68
"[7, 9, 41]",0.5725513456002111,21.671684824586638,7,9,41
"[22, 27, 56]",0.5725513456002111,19.234054674333123,22,27,56
"[22, 27, 34]",0.5725513456002111,19.84424225438329,22,27,34
"[4, 29, 31]",0.5725513456002111,14.334030526420207,4,29,31
"[7, 9, 13]",0.5725513456002111,26.714309803907035,7,9,13
"[10, 52, 66]",0.5725513456002111,10.690430119446981,10,52,66
"[10, 54, 62]",0.5725513456002111,15.339938925083153,10,54,62
"[10, 22, 23]",0.5725513456002111,23.94634669345796,10,22,23
"[0, 10, 49]",0.5725513456002111,14.865691069208724,0,10,49
"[4, 9, 31]",0.5725513456002111,19.746040524614145,4,9,31
"[4, 7, 64]",0.5725513456002111,21.55305394158885,4,7,64
"[4, 7, 58]",0.5725513456002111,24.550648496939655,4,7,58
"[4, 7, 48]",0.5725513456002111,26.301938606228127,4,7,48
"[4, 7, 40]",0.5725513456002111,23.89152064855348,4,7,40
"[0, 10, 37]",0.5725513456002111,21.007968144206465,0,10,37
"[22, 52, 63]",0.5000000000000004,23.80828897125594,22,52,63
"[9, 52, 63]",0.5000000000000004,22.53040507418761,9,52,63
"[0, 9, 53]",0.5000000000000004,16.725875993721548,0,9,53
"[10, 27, 29]",0.5000000000000004,13.5992191375535,10,27,29
"[27, 29, 51]",0.5000000000000004,20.03310910825937,27,29,51
"[9, 30, 53]",0.5000000000000004,11.001972557274444,9,30,53
"[9, 30, 52]",0.5000000000000004,17.287607766765348,9,30,52
"[7, 22, 28]",0.5000000000000004,26.07276701965701,7,22,28
"[0, 9, 28]",0.5000000000000004,26.488818285962008,0,9,28
"[22, 43, 53]",0.5000000000000001,10.666909405635485,22,43,53
"[7, 40, 64]",0.5000000000000001,12.160503391549046,7,40,64
"[27, 41, 60]",0.5000000000000001,11.25367031556952,27,41,60
"[4, 56, 60]",0.5000000000000001,22.90931086070589,4,56,60
"[27, 41, 56]",0.5000000000000001,12.05815131396715,27,41,56
"[4, 56, 61]",0.5000000000000001,17.92587937708518,4,56,61
"[4, 46, 58]",0.5000000000000001,14.705555475164738,4,46,58
"[22, 34, 58]",0.5000000000000001,10.461175498672784,22,34,58
"[4, 56, 58]",0.5000000000000001,17.497679473281124,4,56,58
"[4, 46, 56]",0.5000000000000001,16.210264731150602,4,46,56
"[22, 34, 56]",0.5000000000000001,11.635509409468265,22,34,56
"[22, 34, 40]",0.5000000000000001,21.47185981840516,22,34,40
"[22, 34, 35]",0.5000000000000001,12.29069801026369,22,34,35
"[4, 46, 64]",0.5000000000000001,16.038403897466548,4,46,64
"[22, 35, 40]",0.5000000000000001,17.600033800477522,22,35,40
"[22, 35, 68]",0.5000000000000001,17.46054738993907,22,35,68
"[22, 33, 63]",0.5000000000000001,14.635850297943945,22,33,63
"[22, 40, 50]",0.5000000000000001,19.403923571817465,22,40,50
"[27, 43, 56]",0.5000000000000001,13.201257822085353,27,43,56
"[33, 52, 63]",0.5000000000000001,14.364005848098865,33,52,63
"[27, 46, 51]",0.5000000000000001,17.2324673952223,27,46,51
"[29, 35, 37]",0.5000000000000001,17.455117237073555,29,35,37
"[22, 35, 57]",0.5000000000000001,10.879849420774512,22,35,57
"[22, 43, 52]",0.5000000000000001,17.31085329916388,22,43,52
"[33, 51, 52]",0.5000000000000001,13.162820698210334,33,51,52
"[4, 46, 60]",0.5000000000000001,12.501700962606087,4,46,60
"[4, 48, 62]",0.5000000000000001,12.164313403968848,4,48,62
"[4, 31, 46]",0.5000000000000001,9.993163852167577,4,31,46
"[15, 51, 52]",0.5000000000000001,12.836542089998133,15,51,52
"[27, 43, 68]",0.5000000000000001,11.253531002987303,27,43,68
"[7, 26, 64]",0.5000000000000001,11.645573194686644,7,26,64
"[4, 48, 58]",0.5000000000000001,13.07731373226316,4,48,58
"[22, 57, 59]",0.5000000000000001,10.306253378642651,22,57,59
"[27, 37, 51]",0.5000000000000001,16.960722758630663,27,37,51
"[7, 21, 42]",0.5000000000000001,18.830963914100288,7,21,42
"[27, 32, 60]",0.5000000000000001,12.082414061539946,27,32,60
"[28, 39, 58]",0.5000000000000001,10.263939402540474,28,39,58
"[7, 48, 58]",0.5000000000000001,12.190127213176712,7,48,58
"[22, 25, 35]",0.5000000000000001,14.852439650169279,22,25,35
"[28, 30, 53]",0.5000000000000001,13.103348349869304,28,30,53
"[25, 29, 51]",0.5000000000000001,15.171222971508547,25,29,51
"[22, 25, 34]",0.5000000000000001,17.472347139950713,22,25,34
"[28, 46, 58]",0.5000000000000001,10.801470448302377,28,46,58
"[28, 46, 64]",0.5000000000000001,24.89292723562961,28,46,64
"[27, 34, 56]",0.5000000000000001,11.354976068716073,27,34,56
"[22, 23, 35]",0.5000000000000001,13.292860353713147,22,23,35
"[19, 52, 63]",0.5000000000000001,13.779585755870723,19,52,63
"[28, 30, 52]",0.5000000000000001,18.81892378980789,28,30,52
"[7, 9, 52]",0.5000000000000001,26.11870995136961,7,9,52
"[7, 9, 63]",0.5000000000000001,25.200728566874968,7,9,63
"[28, 57, 66]",0.5000000000000001,9.953178101884578,28,57,66
"[7, 41, 49]",0.5000000000000001,12.441385542622626,7,41,49
"[7, 15, 28]",0.5000000000000001,18.308236343434466,7,15,28
"[4, 12, 60]",0.5000000000000001,26.43892655727277,4,12,60
"[8, 29, 54]",0.5000000000000001,10.516155975362732,8,29,54
"[22, 33, 52]",0.5000000000000001,17.55126409017428,22,33,52
"[7, 40, 41]",0.5000000000000001,13.090057172898087,7,40,41
"[7, 52, 63]",0.5000000000000001,24.04444386798544,7,52,63
"[22, 56, 57]",0.5000000000000001,10.034835819825286,22,56,57
"[27, 34, 60]",0.5000000000000001,10.217253975624338,27,34,60
"[30, 35, 41]",0.5000000000000001,2.4718477456221457,30,35,41
"[22, 56, 58]",0.5000000000000001,11.20935849640376,22,56,58
"[28, 52, 63]",0.5000000000000001,24.428127977315782,28,52,63
"[4, 58, 62]",0.5000000000000001,11.759532256808784,4,58,62
"[18, 27, 51]",0.5000000000000001,17.316122769355218,18,27,51
"[7, 8, 30]",0.5000000000000001,10.07846644929812,7,8,30
"[22, 27, 51]",0.5000000000000001,20.526164690203345,22,27,51
"[28, 29, 55]",0.5000000000000001,28.394056526117808,28,29,55
"[4, 40, 64]",0.5000000000000001,18.776708550930927,4,40,64
"[4, 61, 62]",0.5000000000000001,12.954214932396619,4,61,62
"[4, 12, 64]",0.5000000000000001,14.108547643594413,4,12,64
"[4, 15, 28]",0.5000000000000001,19.71599482186484,4,15,28
"[29, 30, 52]",0.5000000000000001,16.506927834179162,29,30,52
"[7, 9, 36]",0.5000000000000001,26.88420503528349,7,9,36
"[8, 29, 55]",0.5000000000000001,17.74121323750039,8,29,55
"[28, 35, 57]",0.5000000000000001,12.036281910456793,28,35,57
"[27, 56, 60]",0.5000000000000001,11.302965815803814,27,56,60
"[10, 24, 34]",0.5000000000000001,10.993363179039056,10,24,34
"[0, 46, 47]",0.5000000000000001,10.47239036871791,0,46,47
"[9, 31, 38]",0.5000000000000001,14.579312939607178,9,31,38
"[0, 56, 58]",0.5000000000000001,10.487734901137573,0,56,58
"[0, 56, 61]",0.5000000000000001,10.376520695861654,0,56,61
"[0, 56, 65]",0.5000000000000001,8.221568982259827,0,56,65
"[0, 58, 67]",0.5000000000000001,12.148814000118255,0,58,67
"[0, 61, 65]",0.5000000000000001,11.653843392539835,0,61,65
"[9, 31, 32]",0.5000000000000001,9.763852948256805,9,31,32
"[10, 22, 54]",0.5000000000000001,13.727765238304865,10,22,54
"[0, 46, 56]",0.5000000000000001,7.380008968409442,0,46,56
"[29, 39, 54]",0.5000000000000001,10.431831735455956,29,39,54
